,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,imdb score,language
319,s4088,Movie,Paris Is Us,Elisabeth Vogler,"Noémie Schmidt, Grégoire Isvarine, Marie Mottet, Lou Castel, Mathias Minne, Margaux Bonin, Julia Kouakou, Alexandre Schreiber, Schemci Lauth, Theo Tagand, Clément Olivieri, Doria Achour",France,2019-02-22,2019,TV-MA,84 min,"Dramas, Independent Movies, International Movies","Amid a turbulent romance and rising tensions in Paris, a young woman finds herself caught in a dizzying spiral of dreams, memories and what-ifs.",4.6,French
320,s4118,Movie,Period. End of Sentence.,Rayka Zehtabchi,,United States,2019-02-12,2018,TV-PG,26 min,Documentaries,"In rural India, where the stigma of menstruation persists, women make low-cost sanitary pads on a new machine and stride toward financial independence.",7.4,English/Hindi
321,s4121,Movie,High Flying Bird,Steven Soderbergh,"André Holland, Zazie Beetz, Bill Duke, Kyle MacLachlan, Melvin Gregg, Sonja Sohn, Zachary Quinto",United States,2019-02-08,2019,TV-MA,91 min,"Dramas, Sports Movies","When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure.",6.2,English
322,s4122,Movie,Kevin Hart's Guide to Black History,Tom Stern,"Kevin Hart, Saniyya Sidney, Lil Rel Howery, Eoghan Thomas Murphy, Tiffany Haddish, Al Shearer, Lonnie Chavis, Alphonso Mcauley, Nika Williams, Barry Brewer, Greg Germann, John Ennis, Jay Johnston",United States,2019-02-08,2019,TV-PG,63 min,"Children & Family Movies, Comedies",Kevin Hart highlights the fascinating contributions of black history’s unsung heroes in this entertaining – and educational – comedy special.,5.5,English
323,s4124,Movie,ReMastered: The Two Killings of Sam Cooke,Kelly Duane de la Vega,Sam Cooke,United States,2019-02-08,2019,TV-MA,74 min,"Documentaries, Music & Musicals","While Sam Cooke rose to stardom as a soul singer, his outspoken views on civil rights drew attention that may have contributed to his death at age 33.",7.3,English
324,s4147,Movie,Velvet Buzzsaw,Dan Gilroy,"Jake Gyllenhaal, Rene Russo, Zawe Ashton, Toni Collette, John Malkovich, Natalia Dyer, Daveed Diggs, Tom Sturridge",United States,2019-02-01,2019,R,113 min,"Dramas, Thrillers","A feared critic, an icy gallery owner and an ambitious assistant snap up a recently deceased artist's stash of paintings – with dire consequences.",5.7,English
325,s4171,Movie,Polar,,,"United States, Germany",2019-01-25,2019,TV-MA,119 min,"Action & Adventure, International Movies","An assassin on the verge of retirement must put the good life on hold when his greedy boss sends a squad of young, ruthless killers to take him out.",6.3,English
326,s4178,Movie,IO,Jonathan Helpert,"Margaret Qualley, Anthony Mackie, Danny Huston",United States,2019-01-18,2019,TV-14,96 min,"Dramas, Sci-Fi & Fantasy","As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet.",4.7,English
327,s4183,Movie,Soni,Ivan Ayr,"Geetika Vidya Ohlyan, Saloni Batra, Mohinder Gujral, Mohit Chauhan, Vikas Shukla, Gauri Chakraborty, Simrat Kaur, Dimple Kaur",India,2019-01-18,2018,TV-MA,97 min,"Dramas, Independent Movies, International Movies","While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives.",7.2,Hindi
328,s4204,Movie,ReMastered: Massacre at the Stadium,Bent-Jorgen Perlmutt,,United States,2019-01-11,2019,TV-MA,65 min,"Documentaries, Music & Musicals","The shocking murder of singer Victor Jara in 1973 turned him into a powerful symbol of Chile's struggle. Decades later, a quest for justice unfolds.",7.3,English/Spanish
329,s4206,Movie,The Last Laugh,Greg Pritikin,"Chevy Chase, Richard Dreyfuss, Andie MacDowell, Kate Micucci, Chris Parnell, George Wallace, Lewis Black",United States,2019-01-11,2019,TV-MA,99 min,"Comedies, Dramas","After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit.",5.6,English
330,s4215,Movie,Lionheart,Genevieve Nnaji,"Genevieve Nnaji, Nkem Owoh, Pete Edochie, Onyeka Onwenu, Kanayo O. Kanayo",Nigeria,2019-01-04,2018,TV-PG,95 min,"Comedies, Dramas, Independent Movies","When her father falls ill, Adaeze steps up to run the family business – alongside her uncle – and prove herself in a male-dominated world.",5.7,English
331,s4269,Movie,Bird Box,Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich, Sarah Paulson, BD Wong, Jacki Weaver, Rosa Salazar, Danielle Macdonald, Lil Rel Howery, Tom Hollander",United States,2018-12-21,2018,R,124 min,"Dramas, Sci-Fi & Fantasy, Thrillers","Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.",6.6,English
332,s4294,Movie,Springsteen on Broadway,Thom Zimny,Bruce Springsteen,United States,2018-12-16,2018,TV-MA,153 min,Music & Musicals,Bruce Springsteen shares personal stories from his life and acoustic versions of some of his best-known songs in an intimate one-man show.,8.5,English
333,s4314,Movie,"Out of Many, One","John Hoffman, Nanfu Wang",,United States,2018-12-12,2018,TV-PG,35 min,Documentaries,"In this documentary short, a diverse group of men and women discuss their personal journeys as they prepare for the U.S. citizenship test.",5.7,English
334,s4316,Movie,5 Star Christmas,Marco Risi,"Massimo Ghini, Ricky Memphis, Martina Stella, Ralph Palka, Biagio Izzo, Riccardo Rossi, Paola Minaccioni",Italy,2018-12-07,2018,TV-14,96 min,"Comedies, International Movies","When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy.",4.6,Italian
335,s4320,Movie,Mowgli: Legend of the Jungle,Andy Serkis,"Christian Bale, Cate Blanchett, Benedict Cumberbatch, Naomie Harris, Andy Serkis, Rohan Chand, Peter Mullan, Jack Reynor, Eddie Marsan, Tom Hollander, Louis Ashbourne Serkis, Matthew Rhys, Freida Pinto","United Kingdom, United States",2018-12-07,2018,PG-13,105 min,"Action & Adventure, Children & Family Movies, Dramas",An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy – and his own human origins.,6.5,English
336,s4323,Movie,ReMastered: Who Killed Jam Master Jay?,Brian Oakes,,,2018-12-07,2018,TV-MA,59 min,"Documentaries, Music & Musicals",Run-DMC DJ Jam Master Jay made a huge impact in music and his community. But friends and family still seek closure years after his unsolved murder.,6.6,English
337,s4325,Movie,The American Meme,Bert Marcus,"Paris Hilton, Josh Ostrovsky, Brittany Furlan, Kirill Bichutsky, DJ Khaled, Emily Ratajkowski, Hailey Baldwin",United States,2018-12-07,2018,TV-MA,98 min,Documentaries,"Social media stars Paris Hilton, Josh Ostrovsky, Brittany Furlan and Kirill Bichutsky hustle to build online empires – and face the pitfalls of fame.",6.6,English
338,s4352,Movie,A Christmas Prince: The Royal Wedding,John Schultz,"Rose McIver, Ben Lamb, Alice Krige, Simon Dutton, Honor Kneafsey, Sarah Douglas, Theo Devaney, John Guerrasio, Andy Lucas, Raj Bajaj, Richard Ashton, Billy Angel, Tahirah Sharif, Joel McVeagh",United States,2018-11-30,2018,TV-PG,93 min,"Children & Family Movies, Dramas, Romantic Movies","A year after helping Richard secure the crown, Amber returns to Aldovia to plan their wedding. But her simple tastes clash with royal protocol.",5.3,English
339,s4353,Movie,Angela's Christmas,Damien O’Connor,"Lucy O'Connell, Ruth Negga, Brendan Mullins, Malachy McCourt, Vivian Drew, Anya O'Connor, Janet Moran, Brian Gleeson, Pat Kinevane","Ireland, Canada",2018-11-30,2018,TV-Y,30 min,Children & Family Movies,A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt.,7.1,English
340,s4359,Movie,Rajma Chawal,Leena Yadav,"Rishi Kapoor, Anirudh Tanwar, Amyra Dastur, Jitendra Shastri, Aparshakti Khurana, Harish Khanna, Manu Rishi Chadha, Nirmal Rishi, Sheeba Chaddha, Adil Hussain, Rahul Ram, Mukesh Chhabra",India,2018-11-30,2018,TV-MA,119 min,"Comedies, Dramas, International Movies","Hoping to revive his relationship with his resentful millennial son, an internet-rookie widower assumes the online persona of a young woman.",5.8,Hindi
341,s4370,Movie,The Christmas Chronicles,Clay Kaytis,"Kurt Russell, Darby Camp, Judah Lewis, Kimberly Williams-Paisley, Oliver Hudson, Lamorne Morris, Martin Roach",United States,2018-11-22,2018,TV-PG,104 min,"Children & Family Movies, Comedies","After accidentally crashing Santa's sleigh, a brother and sister pull an all-nighter to save Christmas with a savvy, straight-talking St. Nick.",7.0,English
342,s4383,Movie,Cam,Daniel Goldhaber,"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid, Imani Hakim, Michael Dempsey, Flora Diaz, Samantha Robinson, Jessica Parker Kennedy, Quei Tann",United States,2018-11-16,2018,TV-MA,95 min,"Horror Movies, Independent Movies, Thrillers","After a look-alike takes over her account, a cam girl with a growing fan base sets out to identify the mysterious culprit and reclaim her own identity.",5.9,English
343,s4386,Movie,The Ballad of Buster Scruggs,"Joel Coen, Ethan Coen","Liam Neeson, James Franco, Tim Blake Nelson, Tom Waits, Zoe Kazan, Brendan Gleeson",United States,2018-11-16,2018,R,133 min,"Comedies, Dramas","Ranging from absurd to profound, these Western vignettes from the Coen brothers follow the adventures of outlaws and settlers on the American frontier.",7.3,English
344,s4387,Movie,The Princess Switch,,"Vanessa Hudgens, Sam Palladio, Nick Sagar, Suanne Braun, Mark Fleischmann, Amy Griffiths, Sara Stewart, Pavel Douglas, Robin Soans, Calliope Taylor, Natali Yura, Alexa Adeosun",United States,2018-11-16,2018,TV-G,102 min,"Children & Family Movies, Dramas, Romantic Movies","When a down-to-earth Chicago baker and a soon-to-be princess discover they look like twins, they hatch a Christmastime plan to trade places.",6.0,English
345,s4399,Movie,Loudon Wainwright III: Surviving Twin,Christopher Guest,Loudon Wainwright III,,2018-11-13,2018,TV-14,92 min,Music & Musicals,Grammy-winning singer Loudon Wainwright III reflects upon his unique relationship with his father in an evening of original songs and heartfelt stories.,7.1,English
346,s4405,Movie,Outlaw King,David Mackenzie,"Chris Pine, Aaron Taylor-Johnson, Florence Pugh, Billy Howle, Sam Spruell, Tony Curran, Callan Mulvey, James Cosmo, Stephen Dillane","United Kingdom, United States",2018-11-09,2018,R,122 min,"Action & Adventure, Dramas","In 14th-century Scotland, Robert the Bruce claims the crown and leads a fierce uprising to win back the country's independence from English rule.",6.9,English
347,s4418,Movie,The Holiday Calendar,Bradley Walsh,"Kat Graham, Quincy Brown, Ethan Peck, Ron Cephas Jones, Genelle Williams, Ali Hassan, Rodrigo Fernandez-Stoll, Laura de Carteret, Kevin Hanchard, Romaine Waite",United States,2018-11-02,2018,TV-G,95 min,"Dramas, Romantic Movies",A talented photographer stuck in a dead-end job inherits an antique Advent calendar that may be predicting the future – and pointing her toward love.,5.7,English
348,s4419,Movie,The Other Side of the Wind,Orson Welles,"John Huston, Oja Kodar, Peter Bogdanovich, Susan Strasberg, Robert Random, Lilli Palmer, Norman Foster, Edmond O'Brien, Mercedes McCambridge, Cameron Mitchell, Paul Stewart","France, Iran, United States",2018-11-02,2018,R,122 min,"Classic Movies, Dramas, Independent Movies","On the last day of his life, a legendary director struggles to complete a new project and contemplates his legacy in this layered film by Orson Welles.",6.8,English
349,s4472,Movie,Been So Long,Tinge Krishnan,"Michaela Coel, Arinzé Kene, George MacKay, Ashley Thomas, Joe Dempsie, Ronke Adekoluejo, Luke Norris, Mya Lewis",,2018-10-26,2018,TV-MA,100 min,"Dramas, International Movies, Music & Musicals",A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.,5.5,English
350,s4476,Movie,Shirkers,Sandi Tan,,"United States, United Kingdom",2018-10-26,2018,TV-14,97 min,Documentaries,"In 1992, Sandi Tan and her friends shot a quirky film on the streets of Singapore. Then the footage disappeared, sending her on a hunt for answers.",7.4,English
351,s4492,Movie,Derren Brown: Sacrifice,,Derren Brown,,2018-10-19,2018,TV-MA,50 min,Movies,Illusionist Derren Brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger.,7.1,English
352,s4501,Movie,The Night Comes for Us,Timo Tjahjanto,"Joe Taslim, Iko Uwais, Asha Kenyeri Bermudez, Sunny Pang, Salvita Decorte, Abimana Aryasatya, Zack Lee, Dimas Anggara, Julie Estelle, Dian Sastrowardoyo","Indonesia, United States",2018-10-19,2018,TV-MA,121 min,"Action & Adventure, International Movies","After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",7.0,Indonesian
353,s4511,Movie,Apostle,Gareth Evans,"Dan Stevens, Lucy Boynton, Michael Sheen, Mark Lewis Jones, Bill Milner, Kristine Froseth, Paul Higgins, Richard Elfyn, Elen Rhys, Ross O'Hennessy","United Kingdom, United States",2018-10-12,2018,TV-MA,130 min,"Horror Movies, International Movies, Thrillers","In 1905, a drifter on a dangerous mission to rescue his kidnapped sister tangles with a sinister religious cult on an isolated island.",6.3,English
354,s4514,Movie,Feminists: What Were They Thinking?,Johanna Demetrakas,,United States,2018-10-12,2018,TV-MA,86 min,"Documentaries, LGBTQ Movies","Revisiting 1970s photos of women that captured a feminist awakening, this film explores those women's lives and examines the continued need for change.",7.0,English
355,s4534,Movie,Private Life,Tamara Jenkins,"Paul Giamatti, Kathryn Hahn, Kayli Carter, Molly Shannon, John Carroll Lynch, Denis O'Hare, Desmin Borges, Tracee Chimo, Siobhan Fallon Hogan, Emily Robinson",United States,2018-10-05,2018,R,124 min,"Comedies, Dramas, Independent Movies","Struggling to conceive, a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece.",7.2,English
356,s4620,Movie,Hold the Dark,Jeremy Saulnier,"Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough, Julian Black Antelope, Tantoo Cardinal, Macon Blair, Jonathan Whitesell, Peter McRobbie",United States,2018-09-28,2018,TV-MA,126 min,"Action & Adventure, Dramas","In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.",5.6,English
357,s4626,Movie,Two Catalonias,"Álvaro Longoria, Gerardo Olivares",,Spain,2018-09-28,2018,TV-MA,117 min,"Documentaries, International Movies",Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.,6.4,Spanish/Catalan
358,s4631,Movie,Quincy,"Rashida Jones, Alan Hicks",Quincy Jones,United States,2018-09-21,2018,TV-MA,124 min,"Documentaries, Music & Musicals","This documentary profiles music and culture icon Quincy Jones, offering unprecedented access to his private life and stories from his unparalleled career.",7.6,English
359,s4642,Movie,The Angel,Ariel Vromen,"Marwan Kenzari, Hannah Ware, Toby Kebbell, Waleed Zuaiter, Maisa Abd Elhadi, Sasson Gabai, Mickey Leon, Ori Pfeffer, Slimane Dazi","Israel, United States",2018-09-14,2018,TV-MA,114 min,"Dramas, International Movies, Thrillers","As his country prepares for war, top Egyptian official Ashraf Marwan makes contact with Israel and wades into a shadowy game of high-stakes espionage.",6.6,English
